#,After Over Runs,Ball Number,Batsman Changed,Batsman Score,Deliveries Faced,Boundries,Extra Type,Innings,Is Free Hit,Runs Conceded,Outcome of Delivery,OutcomeCategory,Over Number,Partnership,Partnership Deliveries,PartnershipStage,Partneship Runs,Power Play,Previous Over Runs,Stage,Runs in the over,Wicket in the Same Over,Wickets,Gendar,Type,Outcome of Delivery - PLS,Batsman - Boundries - Cat,Batsman - Deliveries Faced - Cat,Batsman - Score - CAT,Batsman - Strike Rate,Batsman Strike Rate - Cat,Bolwer - Runs Conceded- Cat,Bowler - Economy,Bowler - Economy - Cat,Bowler - Wickets-Cat,Bowler Overs,Partnership Deliveries - Cat,Partnership Runs - Cat,Partnership Strike Rate,Partnership Strike Rate - Cat,Previous Over Runs - Cat,Runs in the Over - Cat
1328,6,4,"",30,16,4,Wide,1,"",28,6,High Impact,18,4,40,Tailend,99,No,12,EndOvers,20,No,0,Male,Franchaise,6,Medium,Medium,Middle,187.5,High,Medium,14,High,No Wickets,2,Medium,High,247.5,High,High,High
1329,,2,"",0,0,0,Wide,1,"",48,W,Negative,20,5,0,Tailend,0,No,6,EndOvers,12,Yes,1,Male,Franchaise,-1,Low,Low,Low,NaN,Low,High,12,High,Low,4,Low,Low,NaN,Low,Low,High
1330,5,6,"",3,7,0,Wide,2,"",7,0,No Impact,2,1,11,Frontline,10,Yes,3,PowerPlay,7,No,0,Male,Franchaise,0,Low,Low,Low,42.85714286,Low,Low,7,Medium,No Wickets,1,Low,Low,90.90909091,Low,Low,Medium
1331,2,4,"",18,13,3,Wide,2,"",12,4,High Impact,5,3,11,Frontline,24,Yes,13,PowerPlay,11,No,0,Male,Franchaise,4,Medium,Medium,Low,138.4615385,Medium,Medium,12,High,No Wickets,1,Low,Low,218.1818182,High,High,High
1332,4,2,"",3,4,0,Wide,2,"",4,0,No Impact,7,5,8,Tailend,5,No,2,MiddleOvers,4,No,0,Male,Franchaise,0,Low,Low,Low,75,Low,Low,4,Low,No Wickets,1,Low,Low,62.5,Low,Low,Low
1333,6,3,"",6,13,0,Wide,1,"",23,1,Less Impact,10,3,18,Frontline,16,No,6,MiddleOvers,1,No,0,Male,Franchaise,1,Low,Medium,Low,46.15384615,Low,Medium,5.75,Low,No Wickets,4,Low,Low,88.88888889,Low,Low,Low
1334,10,4,"",13,8,2,Wide,1,"",26,1,Less Impact,15,4,13,Tailend,23,No,10,EndOvers,11,No,1,Male,Franchaise,1,Medium,Low,Low,162.5,Medium,Medium,8.666666667,Medium,Low,3,Low,Low,176.9230769,High,Medium,High
1335,11,1,"",1,1,0,Wide,1,"",33,2,Medium Impact,16,5,2,Tailend,2,No,12,EndOvers,8,Yes,1,Male,Franchaise,2,Low,Low,Low,100,Low,High,11,High,Low,3,Low,Low,100,Low,High,Medium
1336,17,6,"",15,7,2,Wide,1,"",27,W,Negative,18,5,14,Tailend,29,No,11,EndOvers,14,No,1,Male,Franchaise,-1,Medium,Low,Low,214.2857143,High,Medium,6.75,Medium,Low,4,Low,Low,207.1428571,High,High,High
1337,14,1,"",46,23,7,Wide,1,"",28,0,No Impact,19,6,5,Tailend,17,No,14,EndOvers,17,Yes,1,Male,Franchaise,0,High,Medium,Middle,200,High,Medium,9.333333333,Medium,Low,3,Low,Low,340,High,High,High
1338,6,3,"",12,12,2,Wide,2,"",14,1,Less Impact,4,2,1,Frontline,1,Yes,8,PowerPlay,8,Yes,1,Male,Franchaise,1,Medium,Medium,Low,100,Low,Medium,7,Medium,Low,2,Low,Low,100,Low,Medium,Medium
1339,13,4,"",23,20,3,Wide,2,"",19,1,Less Impact,13,9,7,MiddleOrder,11,No,4,MiddleOvers,11,No,1,Male,Franchaise,1,Medium,Medium,Middle,115,Medium,Medium,9.5,Medium,Low,2,Low,Low,157.1428571,Medium,Low,High
1340,6,3,"",11,15,0,Wide,1,"",5,1,Less Impact,10,3,30,Frontline,26,No,7,MiddleOvers,5,No,0,Male,Franchaise,1,Low,Medium,Low,73.33333333,Low,Low,5,Low,No Wickets,1,Low,Low,86.66666667,Low,Medium,Low
1341,8,3,"",62,39,7,Wide,1,"",28,1,Less Impact,16,4,116,Tailend,36,No,26,EndOvers,8,No,0,Male,Franchaise,1,High,Medium,High,158.974359,Medium,Medium,9.333333333,Medium,No Wickets,3,High,Low,31.03448276,Low,High,Medium
1342,3,4,"",79,47,10,Wide,1,"",41,4,High Impact,18,5,4,Tailend,12,No,8,EndOvers,12,Yes,1,Male,Franchaise,4,High,High,High,168.0851064,Medium,High,10.25,High,Low,4,Low,Low,300,High,Medium,High
1343,13,1,"",11,10,2,Wide,2,"",7,6,High Impact,2,1,11,Frontline,12,Yes,5,PowerPlay,7,No,0,Male,Franchaise,6,Medium,Low,Low,110,Medium,Low,7,Medium,No Wickets,1,Low,Low,109.0909091,Medium,Low,Medium
1344,1,5,"",34,17,7,Wide,2,"",28,0,No Impact,4,1,23,Frontline,46,Yes,13,PowerPlay,15,No,0,Male,Franchaise,0,High,Medium,Middle,200,High,Medium,14,High,No Wickets,2,Low,Medium,200,High,High,High
1345,4,1,"",8,7,0,Wide,2,"",6,1,Less Impact,18,5,19,Tailend,33,No,20,EndOvers,6,No,0,Male,Franchaise,1,Low,Low,Low,114.2857143,Medium,Low,6,Low,No Wickets,1,Low,Low,173.6842105,Medium,High,Low
1346,3,6,"",11,13,2,Wide,1,"",19,6,High Impact,6,3,13,Frontline,15,Yes,5,PowerPlay,11,No,2,Male,Franchaise,6,Medium,Medium,Low,84.61538462,Low,Medium,6.333333333,Medium,Low,3,Low,Low,115.3846154,Medium,Low,High
1347,10,4,"",17,15,2,Wide,1,"",27,6,High Impact,15,6,23,Tailend,35,No,4,EndOvers,8,No,2,Male,Franchaise,6,Medium,Medium,Low,113.3333333,Medium,Medium,6.75,Medium,Low,4,Low,Low,152.173913,Medium,Low,Medium
1348,7,2,"",12,12,1,Wide,2,"",12,1,Less Impact,8,5,4,Tailend,2,No,3,MiddleOvers,2,Yes,1,Male,Franchaise,1,Low,Medium,Low,100,Low,Medium,6,Low,Low,2,Low,Low,50,Low,Low,Low
1349,10,1,"",10,21,1,Wide,2,"",10,W,Negative,14,6,40,Tailend,44,No,11,MiddleOvers,5,No,2,Male,Franchaise,-1,Low,Medium,Low,47.61904762,Low,Low,3.333333333,Low,Low,3,Medium,Medium,110,Medium,High,Low
1350,6,1,"",0,1,0,Wide,1,"",2,0,No Impact,1,1,5,Frontline,2,Yes,,PowerPlay,2,No,0,Male,Franchaise,0,Low,Low,Low,0,Low,Low,2,Low,No Wickets,1,Low,Low,40,Low,,Low
1351,12,1,"",2,5,0,Wide,1,"",11,1,Less Impact,5,2,10,Frontline,12,Yes,1,PowerPlay,11,No,0,Male,Franchaise,1,Low,Low,Low,40,Low,Medium,3.666666667,Low,No Wickets,3,Low,Low,120,Medium,Low,High
1352,5,1,"",11,13,2,Wide,1,"",12,0,No Impact,6,2,16,Frontline,25,Yes,12,PowerPlay,12,No,0,Male,Franchaise,0,Medium,Medium,Low,84.61538462,Low,Medium,12,High,No Wickets,1,Low,Low,156.25,Medium,High,High
1353,3,3,"",2,4,0,Wide,1,"",15,0,No Impact,10,3,8,Frontline,4,No,2,MiddleOvers,3,No,0,Male,Franchaise,0,Low,Low,Low,50,Low,Medium,7.5,Medium,No Wickets,2,Low,Low,50,Low,Low,Low
1354,6,1,"",37,33,5,Wide,1,"",13,1,Less Impact,13,3,26,Frontline,31,No,13,MiddleOvers,11,No,0,Male,Franchaise,1,Medium,Medium,Middle,112.1212121,Medium,Medium,6.5,Medium,No Wickets,2,Low,Low,119.2307692,Medium,High,High
1355,18,4,"",8,6,1,Wide,1,"",13,1,Less Impact,15,4,9,Tailend,12,No,6,EndOvers,6,No,1,Male,Franchaise,1,Low,Low,Low,133.3333333,Medium,Medium,4.333333333,Low,Low,3,Low,Low,133.3333333,Medium,Low,Low
1356,21,6,"",2,5,0,Wide,1,"",43,4,High Impact,18,5,7,Tailend,12,No,6,EndOvers,12,No,0,Male,Franchaise,4,Low,Low,Low,40,Low,High,10.75,High,No Wickets,4,Low,Low,171.4285714,Medium,Low,High
1357,11,1,"",17,11,2,Wide,1,"",40,2,Medium Impact,19,5,13,Tailend,39,No,16,EndOvers,19,No,0,Male,Franchaise,2,Medium,Medium,Low,154.5454545,Medium,High,13.33333333,High,No Wickets,3,Low,Low,300,High,High,High
1358,7,3,"",4,10,1,Wide,2,"",6,0,No Impact,3,2,10,Frontline,9,Yes,8,PowerPlay,1,No,0,Male,Franchaise,0,Low,Low,Low,40,Low,Low,3,Low,No Wickets,2,Low,Low,90,Low,Medium,Low
1359,18,3,"",58,33,11,Wide,2,"",13,6,High Impact,10,2,52,Frontline,80,No,10,MiddleOvers,13,No,0,Male,Franchaise,6,High,Medium,High,175.7575758,High,Medium,13,High,No Wickets,1,High,High,153.8461538,Medium,Medium,High
1360,5,1,"",4,4,0,Wide,1,"",11,0,No Impact,3,3,12,Frontline,11,Yes,1,PowerPlay,6,No,2,Female,International,0,Low,Low,Low,100,Low,Medium,5.5,Low,Low,2,Low,Low,91.66666667,Low,Low,Low
1361,1,6,"",8,14,1,Wide,1,"",6,0,No Impact,4,3,18,Frontline,16,Yes,6,PowerPlay,5,No,0,Female,International,0,Low,Medium,Low,57.14285714,Low,Low,3,Low,No Wickets,2,Low,Low,88.88888889,Low,Low,Low
1362,2,5,"",0,4,0,Wide,1,"",2,0,No Impact,7,5,6,Tailend,2,No,3,MiddleOvers,2,No,0,Female,International,0,Low,Low,Low,0,Low,Low,2,Low,No Wickets,1,Low,Low,33.33333333,Low,Low,Low
1363,0,1,"",0,0,0,Wide,1,"",9,1,Less Impact,11,8,0,MiddleOrder,0,No,1,MiddleOvers,3,Yes,1,Female,International,1,Low,Low,Low,NaN,Low,Low,3,Low,Low,3,Low,Low,NaN,Low,Low,Low
1364,4,5,"",8,21,1,Wide,1,"",17,W,Negative,13,8,12,MiddleOrder,6,No,0,MiddleOvers,5,No,3,Female,International,-1,Low,Medium,Low,38.0952381,Low,Medium,4.25,Low,,4,Low,Low,50,Low,Low,Low
1365,0,3,"",8,18,1,Wide,1,"",7,0,No Impact,16,9,11,MiddleOrder,17,No,3,EndOvers,4,No,0,Female,International,0,Low,Medium,Low,44.44444444,Low,Low,2.333333333,Low,No Wickets,3,Low,Low,154.5454545,Medium,Low,Low
1366,11,6,"",1,3,0,Wide,2,"",6,0,No Impact,5,2,6,Frontline,4,Yes,5,PowerPlay,4,No,0,Female,International,0,Low,Low,Low,33.33333333,Low,Low,3,Low,No Wickets,2,Low,Low,66.66666667,Low,Low,Low
1367,7,4,"",7,9,1,Wide,2,"",4,0,No Impact,7,2,18,Frontline,19,No,11,MiddleOvers,5,No,0,Female,International,0,Low,Low,Low,77.77777778,Low,Low,4,Low,No Wickets,1,Low,Low,105.5555556,Medium,High,Low
1368,3,4,"",16,26,1,Wide,1,"",8,W,Negative,8,2,30,Frontline,19,No,4,MiddleOvers,8,No,0,Female,International,-1,Low,Medium,Low,61.53846154,Low,Low,8,Medium,No Wickets,1,Low,Low,63.33333333,Low,Low,Medium
1369,1,1,"",15,12,2,Wide,2,"",11,W,Negative,6,2,11,Frontline,16,Yes,7,PowerPlay,9,No,0,Female,International,-1,Medium,Medium,Low,125,Medium,Medium,5.5,Low,No Wickets,2,Low,Low,145.4545455,Medium,Medium,Medium
1370,2,1,"",3,9,0,Wide,2,"",1,0,No Impact,7,3,5,Frontline,1,No,9,MiddleOvers,1,Yes,0,Female,International,0,Low,Low,Low,33.33333333,Low,Low,1,Low,No Wickets,1,Low,Low,20,Low,Medium,Low
1371,9,3,"",4,9,0,Wide,2,"",10,0,No Impact,12,4,27,Tailend,13,No,3,MiddleOvers,2,No,1,Female,International,0,Low,Low,Low,44.44444444,Low,Low,3.333333333,Low,Low,3,Low,Low,48.14814815,Low,Low,Low
1372,3,5,"",13,31,0,Wide,2,"",14,2,Medium Impact,13,4,33,Tailend,20,No,2,MiddleOvers,7,No,0,Female,International,2,Low,Medium,Low,41.93548387,Low,Medium,7,Medium,No Wickets,2,Medium,Low,60.60606061,Low,Low,Medium
1373,4,2,"",3,12,0,Wide,2,"",9,0,No Impact,8,4,4,Tailend,1,No,1,MiddleOvers,2,Yes,1,Female,International,0,Low,Medium,Low,25,Low,Low,4.5,Low,Low,2,Low,Low,25,Low,Low,Low
1374,8,6,"",4,5,1,Wide,1,"",5,4,High Impact,1,1,5,Frontline,5,Yes,,PowerPlay,5,No,0,Male,Franchaise,4,Low,Low,Low,80,Low,Low,5,Low,No Wickets,1,Low,Low,100,Low,,Low
1375,3,4,"",40,20,9,No,1,"",17,0,No Impact,6,2,16,Frontline,32,Yes,4,PowerPlay,17,No,0,Male,Franchaise,0,High,Medium,Middle,200,High,Medium,17,High,No Wickets,1,Low,Low,200,High,Low,High
1376,10,6,"",17,11,2,Wide,1,"",18,1,Less Impact,19,6,20,Tailend,30,No,16,EndOvers,10,No,1,Male,Franchaise,1,Medium,Medium,Low,154.5454545,Medium,Medium,4.5,Low,Low,4,Low,Low,150,Medium,High,Medium
1377,12,4,"",1,2,0,Wide,2,"",3,1,Less Impact,1,1,5,Frontline,3,Yes,,PowerPlay,3,No,0,Male,Franchaise,1,Low,Low,Low,50,Low,Low,3,Low,No Wickets,1,Low,Low,60,Low,,Low
1378,13,3,"",6,8,1,Wide,2,"",12,1,Less Impact,4,1,23,Frontline,37,Yes,12,PowerPlay,8,No,0,Male,Franchaise,1,Low,Low,Low,75,Low,Medium,6,Low,No Wickets,2,Low,Low,160.8695652,Medium,High,Medium
1379,8,5,"",20,13,3,Wide,1,"",12,1,Less Impact,6,2,15,Frontline,28,Yes,12,PowerPlay,12,No,0,Male,Franchaise,1,Medium,Medium,Low,153.8461538,Medium,Medium,12,High,No Wickets,1,Low,Low,186.6666667,High,High,High
1380,14,3,"",2,4,0,Wide,1,"",7,1,Less Impact,17,4,10,Tailend,14,No,7,EndOvers,7,No,0,Male,Franchaise,1,Low,Low,Low,50,Low,Low,7,Medium,No Wickets,1,Low,Low,140,Medium,Medium,Medium
1381,16,4,"",8,7,1,Wide,1,"",19,1,Less Impact,18,4,16,Tailend,28,No,8,EndOvers,13,No,0,Male,Franchaise,1,Low,Low,Low,114.2857143,Medium,Medium,9.5,Medium,No Wickets,2,Low,Low,175,Medium,Medium,High
1382,7,6,"",4,1,1,Wide,2,"",20,0,No Impact,4,2,1,Frontline,5,Yes,3,PowerPlay,11,Yes,1,Male,Franchaise,0,Low,Low,Low,400,High,Medium,10,Medium,Low,2,Low,Low,500,High,Low,High
1383,12,4,"",8,11,1,Wide,2,"",13,0,No Impact,5,2,7,Frontline,12,Yes,11,PowerPlay,7,No,0,Male,Franchaise,0,Low,Medium,Low,72.72727273,Low,Medium,4.333333333,Low,No Wickets,3,Low,Low,171.4285714,Medium,High,Medium
1384,16,3,"",2,3,0,Wide,2,"",6,2,Medium Impact,8,3,11,Frontline,9,No,3,MiddleOvers,6,No,0,Male,Franchaise,2,Low,Low,Low,66.66666667,Low,Low,6,Low,No Wickets,1,Low,Low,81.81818182,Low,Low,Low
1385,4,4,"",29,25,4,Wide,2,"",22,2,Medium Impact,10,3,23,Frontline,41,No,16,MiddleOvers,14,No,0,Male,Franchaise,2,Medium,Medium,Middle,116,Medium,Medium,11,High,No Wickets,2,Low,Medium,178.2608696,High,High,High
1386,5,5,"",18,13,2,Wide,2,"",3,1,Less Impact,11,3,29,Frontline,46,No,16,MiddleOvers,3,No,0,Male,Franchaise,1,Medium,Medium,Low,138.4615385,Medium,Low,3,Low,No Wickets,1,Low,Medium,158.6206897,Medium,High,Low
1387,7,4,"",11,23,0,Wide,1,"",11,W,Negative,13,6,27,Tailend,18,No,4,MiddleOvers,4,No,2,Female,International,-1,Low,Medium,Low,47.82608696,Low,Medium,2.75,Low,Low,4,Low,Low,66.66666667,Low,Low,Low
1388,11,4,"",13,15,2,Wide,2,"",13,0,No Impact,4,1,23,Frontline,16,Yes,2,PowerPlay,11,No,0,Female,International,0,Medium,Medium,Low,86.66666667,Low,Medium,6.5,Medium,No Wickets,2,Low,Low,69.56521739,Low,Low,High
1389,1,1,"",7,10,1,Wide,2,"",16,0,No Impact,15,5,25,Tailend,13,No,3,EndOvers,4,No,1,Female,International,0,Low,Low,Low,70,Low,Medium,4,Low,Low,4,Low,Low,52,Low,Low,Low
1390,6,5,"",19,14,3,Wide,1,"",15,1,Less Impact,6,2,13,Frontline,18,Yes,6,PowerPlay,11,No,1,Female,International,1,Medium,Medium,Low,135.7142857,Medium,Medium,7.5,Medium,Low,2,Low,Low,138.4615385,Medium,Low,High
1391,3,6,"",7,4,1,Wide,1,"",26,1,Less Impact,16,3,6,Frontline,10,No,3,EndOvers,10,No,1,Female,International,1,Low,Low,Low,175,Medium,Medium,6.5,Medium,Low,4,Low,Low,166.6666667,Medium,Low,Medium
1392,,4,"",1,1,0,Wide,1,"",16,W,Negative,20,7,3,MiddleOrder,2,No,4,EndOvers,6,No,2,Female,International,-1,Low,Low,Low,100,Low,Medium,5.333333333,Low,Low,3,Low,Low,66.66666667,Low,Low,Low
1393,7,6,"",0,0,0,Wide,1,"",6,1,Less Impact,1,1,5,Frontline,6,Yes,,PowerPlay,6,No,0,Male,Franchaise,1,Low,Low,Low,NaN,Low,Low,6,Low,No Wickets,1,Low,Low,120,Medium,,Low
1394,5,6,"",0,0,0,Wide,1,"",18,0,No Impact,3,2,0,Frontline,1,Yes,7,PowerPlay,11,Yes,1,Male,Franchaise,0,Low,Low,Low,NaN,Low,Medium,9,Medium,Low,2,Low,Low,Infinity,High,Medium,High
1395,3,3,"",28,30,2,Wide,1,"",29,1,Less Impact,14,7,26,MiddleOrder,30,No,2,MiddleOvers,15,No,0,Male,Franchaise,1,Medium,Medium,Middle,93.33333333,Low,Medium,9.66666667,Medium,No Wickets,3,Low,Low,115.3846154,Medium,Low,High
1396,6,6,"",33,41,2,Wide,1,"",8,0,No Impact,17,10,5,MiddleOrder,1,No,3,EndOvers,1,No,2,Male,Franchaise,0,Medium,High,Middle,80.48780488,Low,Low,2,Low,Low,4,Low,Low,20,Low,Low,Low
1397,8,3,"",0,4,0,Wide,1,"",2,1,Less Impact,1,1,5,Frontline,2,Yes,,PowerPlay,2,No,0,Male,Franchaise,1,Low,Low,Low,0,Low,Low,2,Low,No Wickets,1,Low,Low,40,Low,,Low
1398,12,6,"",2,4,0,Wide,1,"",11,0,No Impact,3,2,8,Frontline,10,Yes,8,PowerPlay,8,No,0,Male,Franchaise,0,Low,Low,Low,50,Low,Medium,5.5,Low,No Wickets,2,Low,Low,125,Medium,Medium,Medium
1399,13,2,"",16,15,2,Wide,1,"",23,1,Less Impact,7,2,32,Frontline,43,No,6,MiddleOvers,11,No,0,Male,Franchaise,1,Medium,Medium,Low,106.6666667,Medium,Medium,5.75,Low,No Wickets,4,Medium,Medium,134.375,Medium,Low,High
1400,3,2,"",0,1,0,Wide,1,"",14,0,No Impact,12,3,1,Frontline,0,No,16,MiddleOvers,8,Yes,1,Male,Franchaise,0,Low,Low,Low,0,Low,Medium,7,Medium,Low,2,Low,Low,0,Low,High,Medium
1401,3,3,"",0,0,0,Wide,1,"",16,1,Less Impact,13,0,0,Frontline,0,No,8,MiddleOvers,3,Yes,1,Male,Franchaise,1,Low,Low,Low,NaN,Low,Medium,8,Medium,Low,2,Low,Low,NaN,Low,Medium,Low
1402,9,3,"",11,10,1,Wide,1,"",18,1,Less Impact,16,4,18,Tailend,28,No,20,EndOvers,4,No,1,Male,Franchaise,1,Low,Low,Low,110,Medium,Medium,6,Low,Low,3,Low,Low,155.5555556,Medium,High,Low
1403,14,4,"",14,12,1,Wide,1,"",21,4,High Impact,17,5,2,Tailend,4,No,5,EndOvers,5,Yes,1,Male,Franchaise,4,Low,Medium,Low,116.6666667,Medium,Medium,7,Medium,Low,3,Low,Low,200,High,Low,Low
1404,10,5,"",17,14,3,Wide,2,"",26,1,Less Impact,8,3,19,Frontline,26,No,2,MiddleOvers,9,No,0,Male,Franchaise,1,Medium,Medium,Low,121.4285714,Medium,Medium,13,High,No Wickets,2,Low,Low,136.8421053,Medium,Low,Medium
1405,4,3,"",2,2,0,Wide,1,"",11,0,No Impact,3,2,2,Frontline,2,No,2,PowerPlay,9,Yes,1,Male,Franchaise,0,Low,Low,Low,100,Low,Medium,5.5,Low,Low,2,Low,Low,100,Low,Low,Medium
1406,11,2,"",30,18,4,Wide,1,"",17,1,Less Impact,15,5,7,Tailend,13,No,7,EndOvers,11,No,0,Male,Franchaise,1,Medium,Medium,Middle,166.6666667,Medium,Medium,8.5,Medium,No Wickets,2,Low,Low,185.7142857,High,Medium,High
1407,10,1,"",43,24,6,Wide,1,"",17,4,High Impact,17,5,19,Tailend,34,No,11,EndOvers,9,No,1,Male,Franchaise,4,High,Medium,Middle,179.1666667,High,Medium,8.5,Medium,Low,2,Low,Low,178.9473684,High,High,Medium
1408,11,2,"",53,27,8,Wide,1,"",29,0,No Impact,18,6,1,Tailend,1,No,13,EndOvers,10,No,2,Male,Franchaise,0,High,Medium,High,196.2962963,High,Medium,7.25,Medium,Low,4,Low,Low,100,Low,High,Medium
1409,4,3,"",46,29,7,Wide,2,"",21,2,Medium Impact,11,2,54,Frontline,60,No,8,MiddleOvers,8,No,0,Male,Franchaise,2,High,Medium,Middle,158.6206897,Medium,Medium,10.5,High,No Wickets,2,High,Medium,111.1111111,Medium,Medium,Medium
1410,8,4,"",0,3,0,Wide,2,"",5,4,High Impact,13,3,3,Frontline,1,No,4,MiddleOvers,5,No,1,Male,Franchaise,4,Low,Low,Low,0,Low,Low,5,Low,Low,1,Low,Low,33.33333333,Low,Low,Low
1411,18,6,N,44,42,5,No,2,Y,8,6,High Impact,16,4,9,Tailend,13,No,1,EndOvers,12,No,0,Male,Franchaise,6,Medium,High,Middle,104.7619048,Medium,Low,8,Medium,No Wickets,1,Low,Low,144.4444444,Medium,Low,High
1412,8,5,"",32,22,3,Wide,1,"",27,0,No Impact,13,4,48,Tailend,69,No,11,MiddleOvers,13,No,0,Male,Franchaise,0,Medium,Medium,Middle,145.4545455,Medium,Medium,9,Medium,No Wickets,3,Medium,Medium,143.75,Medium,High,High
1413,4,2,"",0,0,0,Wide,1,"",31,0,No Impact,16,6,0,Tailend,0,No,9,EndOvers,9,Yes,2,Male,Franchaise,0,Low,Low,Low,NaN,Low,High,7.75,Medium,Low,4,Low,Low,NaN,Low,Medium,Medium
1414,4,5,"",5,7,0,Wide,1,"",36,0,No Impact,19,7,3,MiddleOrder,6,No,11,EndOvers,12,Yes,1,Male,Franchaise,0,Low,Low,Low,71.42857143,Low,High,9,Medium,Low,4,Low,Low,200,High,High,High
1415,5,5,"",27,16,4,Wide,2,"",19,4,High Impact,4,2,13,Frontline,28,Yes,3,PowerPlay,19,No,0,Male,Franchaise,4,Medium,Medium,Middle,168.75,Medium,Medium,19,High,No Wickets,1,Low,Low,215.3846154,High,Low,High
1416,3,4,"",1,2,0,Wide,2,"",8,2,Medium Impact,5,3,3,Frontline,3,Yes,23,PowerPlay,3,Yes,1,Male,Franchaise,2,Low,Low,Low,50,Low,Low,2.666666667,Low,Low,3,Low,Low,100,Low,High,Low
1417,8,1,"",3,4,0,Wide,2,"",2,1,Less Impact,6,3,9,Frontline,7,Yes,5,PowerPlay,2,No,0,Male,Franchaise,1,Low,Low,Low,75,Low,Low,2,Low,No Wickets,1,Low,Low,77.77777778,Low,Low,Low
1418,7,6,"",0,0,0,Wide,2,"",17,1,Less Impact,7,4,0,Tailend,1,No,3,MiddleOvers,7,Yes,2,Male,Franchaise,1,Low,Low,Low,NaN,Low,Medium,4.25,Low,Low,4,Low,Low,Infinity,High,Low,Medium
1419,7,2,"",41,28,4,Wide,2,"",9,1,Less Impact,8,4,6,Tailend,8,No,8,MiddleOvers,6,No,0,Male,Franchaise,1,Medium,Medium,Middle,146.4285714,Medium,Low,4.5,Low,No Wickets,2,Low,Low,133.3333333,Medium,Medium,Low
1420,1,4,"",86,57,10,Wide,2,"",28,0,No Impact,18,6,15,Tailend,30,No,13,EndOvers,10,No,2,Male,Franchaise,0,High,High,High,150.877193,Medium,Medium,7,Medium,Low,4,Low,Low,200,High,High,Medium
1421,11,6,"",0,3,0,Wide,1,"",2,W,Negative,1,1,5,Frontline,2,Yes,,PowerPlay,2,No,0,Male,Franchaise,-1,Low,Low,Low,0,Low,Low,2,Low,No Wickets,1,Low,Low,40,Low,,Low
1422,8,5,"",15,8,2,No,1,"",23,1,Less Impact,6,4,2,Tailend,8,No,15,PowerPlay,12,Yes,1,Male,Franchaise,1,Medium,Low,Low,187.5,High,Medium,11.5,High,Low,2,Low,Low,400,High,High,High
1423,8,6,"",4,4,0,Wide,1,"",5,2,Medium Impact,7,4,8,Tailend,15,Yes,13,MiddleOvers,6,No,0,Male,Franchaise,2,Low,Low,Low,100,Low,Low,5,Low,No Wickets,1,Low,Low,187.5,High,High,Low
1424,5,6,"",8,7,1,Wide,1,"",24,2,Medium Impact,16,6,14,Tailend,21,No,9,EndOvers,12,No,0,Male,Franchaise,2,Low,Low,Low,114.2857143,Medium,Medium,8,Medium,No Wickets,3,Low,Low,150,Medium,Medium,High
1425,,6,"",21,9,3,Wide,1,"",34,4,High Impact,20,8,4,MiddleOrder,8,No,10,EndOvers,8,Yes,3,Male,Franchaise,4,Medium,Low,Middle,233.3333333,High,High,8.5,Medium,,4,Low,Low,200,High,Medium,Medium
1426,7,1,"",17,10,3,Wide,1,"",19,1,Less Impact,3,2,4,Frontline,8,Yes,8,PowerPlay,8,Yes,0,Male,Franchaise,1,Medium,Low,Low,170,Medium,Medium,9.5,Medium,No Wickets,2,Low,Low,200,High,Medium,Medium
1427,4,4,"",25,20,3,Wide,1,"",18,0,No Impact,6,2,22,Frontline,29,Yes,3,PowerPlay,11,No,0,Male,Franchaise,0,Medium,Medium,Middle,125,Medium,Medium,9,Medium,No Wickets,2,Low,Low,131.8181818,Medium,Low,High
1428,14,3,"",0,0,0,Wide,1,"",17,1,Less Impact,10,4,1,Tailend,1,No,9,MiddleOvers,9,Yes,1,Male,Franchaise,1,Low,Low,Low,NaN,Low,Medium,8.5,Medium,Low,2,Low,Low,100,Low,Medium,Medium
1429,6,2,"",46,33,5,Wide,1,"",6,0,No Impact,14,5,8,Tailend,8,No,2,MiddleOvers,6,No,0,Male,Franchaise,0,Medium,Medium,Middle,139.3939394,Medium,Low,6,Low,No Wickets,1,Low,Low,100,Low,Low,Low
1430,9,5,"",79,45,11,No,1,"",36,6,High Impact,18,5,32,Tailend,71,No,19,EndOvers,12,No,0,Male,Franchaise,6,High,High,High,175.5555556,High,High,9,Medium,No Wickets,4,Medium,Medium,221.875,High,High,High
1431,17,5,"",1,2,0,Wide,1,"",39,5,High Impact,19,6,3,Tailend,2,No,18,EndOvers,9,Yes,1,Male,Franchaise,5,Low,Low,Low,50,Low,High,9.75,Medium,Low,4,Low,Low,66.66666667,Low,High,Medium
1432,5,4,"",7,2,1,Wide,2,"",14,0,No Impact,3,2,3,Frontline,9,Yes,8,PowerPlay,13,Yes,1,Male,Franchaise,0,Low,Low,Low,350,High,Medium,7,Medium,Low,2,Low,Low,300,High,Medium,High
1433,13,4,"",0,3,0,Wide,2,"",18,0,No Impact,13,4,3,Tailend,1,No,14,MiddleOvers,1,Yes,2,Male,Franchaise,0,Low,Low,Low,0,Low,Medium,4.5,Low,Low,4,Low,Low,33.33333333,Low,High,Low
1434,16,2,"",4,7,1,Wide,2,"",15,1,Less Impact,15,5,3,Tailend,5,No,13,EndOvers,10,Yes,1,Male,Franchaise,1,Low,Low,Low,57.14285714,Low,Medium,7.5,Medium,Low,2,Low,Low,166.6666667,Medium,High,Medium
